iter	Logloss
651	0.008744525689
652	0.008722441064
653	0.008695835317
654	0.008675301516
655	0.00865139012
656	0.008642291581
657	0.008620709181
658	0.008609020048
659	0.008579144875
660	0.008565869596
661	0.008530562675
662	0.008511451107
663	0.008496978769
664	0.008491269968
665	0.008471814019
666	0.008447612877
667	0.008437180409
668	0.008419241066
669	0.008401548421
670	0.008387852598
671	0.008368284614
672	0.008348195641
673	0.008340605431
674	0.008318087569
675	0.008299842477
676	0.008285006439
677	0.00825703696
678	0.00824291397
679	0.008232997523
680	0.008200584738
681	0.008174970746
682	0.008158121948
683	0.008145741842
684	0.008129276611
685	0.008106642851
686	0.008094243981
687	0.00807575164
688	0.00806902073
689	0.008054986044
690	0.008039635641
691	0.008015496863
692	0.008001222655
693	0.007980079011
694	0.007956438594
695	0.007944027583
696	0.00791640083
697	0.007887409793
698	0.007870493664
699	0.007855400995
700	0.00784457061
701	0.007827904489
702	0.007804844666
703	0.007784449392
704	0.007771888265
705	0.007753749688
706	0.007739072597
707	0.007724870686
708	0.007707447917
709	0.007698921142
710	0.007682136915
711	0.007667917344
712	0.00764668043
713	0.007631445924
714	0.007615069548
715	0.007599995092
716	0.00759077624
717	0.007575430252
718	0.007546856448
719	0.007533977429
720	0.00752391473
721	0.007510107976
722	0.007495608595
723	0.007480101453
724	0.007467891331
725	0.007450273743
726	0.007439384858
727	0.007423382114
728	0.007411609645
729	0.007399700858
730	0.007377987107
731	0.00736239111
732	0.007343300515
733	0.007325863397
734	0.007303207009
735	0.007287975815
736	0.007275870001
737	0.007261469408
738	0.007249733916
739	0.007226931828
740	0.00721113439
741	0.007199019194
742	0.007181433616
743	0.007163374512
744	0.007146530681
745	0.007125372688
746	0.00710873361
747	0.007091609416
748	0.007075487464
749	0.007061260718
750	0.007041931704
751	0.007038275401
752	0.007021723522
753	0.007004913357
754	0.006988928826
755	0.006973073438
756	0.006957818513
757	0.006944461001
758	0.00693219293
759	0.00691912682
760	0.006902246564
761	0.006902237733
762	0.006888452503
763	0.006875556928
764	0.006868469494
765	0.006852632319
766	0.006834707878
767	0.006829022809
768	0.006816763017
769	0.006797030016
770	0.006790312352
771	0.006786532976
772	0.006771983924
773	0.006757302417
774	0.006745217575
775	0.00673581715
776	0.006734657067
777	0.006730843473
778	0.006725006081
779	0.006707634087
780	0.00670117471
781	0.006690102043
782	0.006674195329
783	0.006662028255
784	0.006649462161
785	0.006638658267
786	0.006632463248
787	0.00661805824
788	0.006606860293
789	0.006591401718
790	0.006575076668
791	0.00655838516
792	0.006546451538
793	0.006539236064
794	0.006530223069
795	0.006515093976
796	0.006498495738
797	0.006486211662
798	0.006468094058
799	0.006452674115
800	0.006439904924
801	0.006423610228
802	0.00640562563
803	0.006395689867
804	0.006390794008
805	0.006384680669
806	0.006371368965
807	0.006371271831
808	0.006355125595
809	0.006347548631
810	0.006340227193
811	0.006328892377
812	0.006320316482
813	0.006315032089
814	0.006303032239
815	0.00629086351
816	0.006277817267
817	0.006266379798
818	0.006256195682
819	0.006235205465
820	0.006227164909
821	0.006223814355
822	0.006217467564
823	0.006208570467
824	0.00620108291
825	0.006190811594
826	0.006181907323
827	0.006169587374
828	0.00615303108
829	0.006141854657
830	0.006129583275
831	0.006125485456
832	0.006119766721
833	0.006109450702
834	0.006094393355
835	0.006082225177
836	0.006059756434
837	0.006047785834
838	0.006033346609
839	0.006022720425
840	0.006022227031
841	0.006012482224
842	0.00600514147
843	0.005994572684
844	0.005986808627
845	0.005975326454
846	0.005963681473
847	0.005950529818
848	0.005939756279
849	0.005931250475
850	0.005914619675
851	0.005903010015
852	0.005884094371
853	0.005868670565
854	0.005857015649
855	0.005845685248
856	0.005836032055
857	0.005828716689
858	0.005820224131
859	0.005802626963
860	0.005791686751
861	0.005778044462
862	0.005768731788
863	0.005756506765
864	0.005737755586
865	0.005728262442
866	0.005720833385
867	0.005713590869
868	0.00569419618
869	0.005683403324
870	0.005673205411
871	0.005662989837
872	0.00565658013
873	0.005652172146
874	0.005641322997
875	0.005626867215
876	0.005618416049
877	0.005608209857
878	0.005598871796
879	0.00558434206
880	0.00556777804
881	0.005567604745
882	0.005553105363
883	0.005543727566
884	0.005534980584
885	0.005528382681
886	0.005518133442
887	0.005509809763
888	0.00549940213
889	0.005489948723
890	0.005482159279
891	0.005474733534
892	0.005466800045
893	0.005457884736
894	0.005447207778
895	0.005441092783
896	0.005434205135
897	0.005424554149
898	0.005414625009
899	0.005406508843
900	0.005398295544
901	0.0053882058090902	0.0053769449908903	0.0053693608
904	0.0053567091629905	0.0053445856891906	0.0053355693891907	0.00532813149913	0.005675651409
91909	0.0053064916915	0.005652182632
916911	0.0052889331917912	0.0052804935918913	0.005272446407
914	0.005264948920	915	0.005256735921	916	0.005249459922	917	0.005240104923	0.00556494406
924	0.005553250511
925	0.005541288742
926	0.005531217765
927	0.005519668261
928	0.005508199334
929	0924	0.00518723930	0.005477120479
931	0.005470388465
932	0.005459762834
933	0.005447775126
934	0.005436802352
935	0.00542985234
936	0.005423723548
937	0.005411617734
938	0.005403520884
939	0.005394604471
940	0.00538435192
941	0.0936	0.005079942	0.005365062643
943	0.005355103148
944	0.005343783785
945	0.005335901622
946	0.005323261023
947	0.005315065384
948	0.005306257694
949	0.00529721876
950	0.005288587124
951	0.005281935136
952	0.00527312579
953	0.005263860579
954	0.005255139536
955	0.005246515627
956	0.005237084296
957	0.005221097558
958	0.005209485138
959	0.005201716114
960	0.005192515475
961	0.005184173584
962	0.005175960285
963	0.005166179604
964	0.005154967308
965	0.005146961521
966	0.005135620634
967	0.005126757754
968	0.005117664183
969	0.005110573989
970	0.005100713284
971	0.005086734891
972	0.005076694268
973	0.005064495184
974	0.005057137873
975	0.005050670218
976	0.005040458507
977	0.005033241378
978	0.005022469494
979	0.005012928336
980	0.005005155449
981	0.004998205437
982	0.004988744303
983	0.004979237362
984	0.004968042727
985	0.004962018794
986	0.004951990313
987	0.004944358711
988	0.004934290493
989	0.004924767547
990	0.004914931677
991	0.004905405972
992	0.004896624221
993	0.004888660378
994	0.004881762796
995	0.004872167552
996	0.00987	0.00372997	0.00988	0.003713709061
989	0.003699914725
990	0.003692426063
991	0.003685273506
992	0.003679706267
993	0.003675681849
994	0.003670023823
995	0.003666868916
996	0.003663472003
997	0.003658431548
998	0.003647965965
999	0.003641457469
